,product_name,product_image,product_price
165,Legging Biker cạp liền,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000844_1_thumb.jpg,"179,000đ"
166,Quần short HT cạp lật,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220815/DSC_9100_thumb.jpg,"329,000đ"
167,Quần 3 ly xuông bom,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_3900_thumb.jpg,"429,000đ"
168,Set yếm quần HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220812/Set_yem_quan_HT__2_thumb.jpg,"560,000đ"
169,Váy cổ xếp ly không tay,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220817/DSC_0733__1__thumb.jpg,"519,000đ"
170,Váy tay bồng cổ U,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220812/Vay_tay_bong_co_U__1_thumb.jpg,"589,000đ"
171,Sơ mi cổ tròn eo buộc nơ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220813/So_mi_co_tron_eo_buoc_no__1_thumb.jpg,"290,000đ"
172,Sơ mi cổ đức nhún sườn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/DSC_0440_thumb.jpg,"289,000đ"
173,Jump cổ V tay bèo kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000185_thumb.jpg,"560,000đ"
174,Jump HT tay liền nơ vê,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_0610_thumb.jpg,"469,000đ"
175,Váy cổ V HT dáng A,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/CC_000262_thumb.jpg,"429,000đ"
176,Sơ mi phối HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_1763_thumb.jpg,"290,000đ"
177,Chân váy bổ sườn xếp ly,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_001031_thumb.jpg,"359,000đ"
178,Áo 2 dây rúm cổ đổ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000775_thumb.jpg,"170,000đ"
179,Áo crotop tay cộc dây eo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000729_thumb.jpg,"279,000đ"
180,Quần ống rộng dây rút gấu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220813/Quan_ong_rong_day_rut_gau__1_thumb.jpg,"390,000đ"
181,Jump cổ tròn tay jalag,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220817/DSC_0976_thumb.jpg,"419,000đ"
182,Váy trễ vai HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220714/CC_000185_thumb.jpg,"539,000đ"
183,Áo phông AC thêu phối,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/DSC_5769_thumb.jpg,"250,000đ"
184,Áo trễ vai 1T bèo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000806_thumb.jpg,"339,000đ"
185,Sơ mi kẻ in chữ ngực,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_7545_thumb.jpg,"319,000đ"
186,Quần sooc diễu cạp TT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000779_thumb.jpg,"300,000đ"
187,Váy túi ốp nhún sườn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220818/DSC_5621_thumb.jpg,"520,000đ"
188,Quần suông đai sườn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220815/DSC_8971___Sao_chep_thumb.jpg,"440,000đ"
189,Quần suông cạp cá chun sau,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220815/DSC_9202_thumb.jpg,"439,000đ"
190,Quần côn cạp cao túi chéo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_001287_thumb.jpg,"410,000đ"
191,Jump HT trễ vai bèo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/DSC_5422_thumb.jpg,"469,000đ"
192,Quần suông 2 ly khóa sau,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220827/CC_001343_thumb.jpg,"360,000đ"
193,Sơ mi HT phối 1 bên túi,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/DSC_7827_thumb.jpg,"439,000đ"
194,Váy cổ V khoét rút eo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/DSC_5860_thumb.jpg,"380,000đ"
195,Quần sooc HT túi ốp,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CC_000542_thumb.jpg,"310,000đ"
196,Sơ mi bèo TT phối trơn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220812/So_mi_beo_TT_phoi_tron__2_thumb.jpg,"350,000đ"
197,Chân váy ly súp nhê cạp kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_1209_thumb.jpg,"419,000đ"
198,Sơ mi HT bèo 2 tầng tay XL,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220815/DSC_8548_thumb.jpg,"369,000đ"
199,Blazer túi cơi A tam giác,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220818/DSC_5120_thumb.jpg,"659,000đ"
200,Blazer 1 khuy cơi đơn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000846_1_thumb.jpg,"570,000đ"
201,Sơ mi cổ V bèo DL tăm,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CC_000581_thumb.jpg,"349,000đ"
202,Áo cổ đức mở V in chữ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220812/Ao_co_duc_mo_V_in_chu__1_thumb.jpg,"269,000đ"
203,Sơ mi loang cổ đức,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_6535_thumb.jpg,"419,000đ"
204,Áo choàng kimono HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220830/CC_000472_thumb.jpg,"309,000đ"
205,Áo 2 chi tiết khoác ngoài,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220830/CC_000702_thumb.jpg,"469,000đ"
206,Chân váy dáng A basic,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220827/CC_001046_thumb.jpg,"300,000đ"
207,Áo trễ vai HT 2T bèo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000157_thumb.jpg,"269,000đ"
208,Áo cổ V logo cchat,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_8584_thumb.jpg,"399,000đ"
209,Váy HT tay đè bèo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_0503_thumb.jpg,"579,000đ"
210,Quần short 2 cá miệng túi,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000835_thumb.jpg,"290,000đ"
211,Quần baggy 2 ly lật cạp kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_001246__1__thumb.jpg,"420,000đ"
212,Áo trễ vai HT tay phồng lỡ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000753_thumb.jpg,"270,000đ"
213,Áo cổ V xếp ly cổ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/DSC_0348__1__thumb.jpg,"329,000đ"
214,Áo HT trễ vai rút dây trước,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_0778_thumb.jpg,"519,000đ"
215,Sơ mi kẻ vai chun kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220815/DSC_8971_thumb.jpg,"270,000đ"
216,Sơ mi HT logo cchat,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_1122_thumb.jpg,"419,000đ"
217,Sét áo tay cộc CV xòe,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000894__1__thumb.jpg,"700,000đ"
218,Sét áo croptop quần 4 ly,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220818/DSC_4937_thumb.jpg,"559,000đ"
219,Quần mặt xích baggy nhỏ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_1077_thumb.jpg,"410,000đ"
220,Chân váy DL xòe cạp trơn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220818/DSC_5020_thumb.jpg,"509,000đ"
221,Chân váy dập ly phối PK,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_1231_thumb.jpg,"470,000đ"
222,Váy diễu chỉ TT giả áo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/DSC_6046_thumb.jpg,"550,000đ"
223,Sơ mi ly nẹp nơ rời,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220830/CC_001189_thumb.jpg,"319,000đ"
224,Jumps đùi HT tay chuông,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000189_thumb.jpg,"469,000đ"
225,Quần short giả váy cạp liền,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000746_thumb.jpg,"380,000đ"
226,Váy tay cape họa tiết,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000283_thumb.jpg,"489,000đ"
227,Váy 2 dây phối dập ly,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220826/CC_000311_thumb.jpg,"660,000đ"
228,Váy đai chun tay cộc HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220714/CC_000713_thumb.jpg,"589,000đ"
229,Váy cổ nơ xếp ly sườn,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_7155_thumb.jpg,"510,000đ"
230,Quần short in HT 2 ly,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_7627_thumb.jpg,"300,000đ"
231,Sơ mi logo cchat,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_000685_thumb.jpg,"479,000đ"
232,Váy HT tay chuông xòe,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000011_thumb.jpg,"550,000đ"
233,Jump suông rủ bèo 2 bên,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000676_thumb.jpg,"650,000đ"
234,Váy cổ V tay cánh tiên,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000473__1__thumb.jpg,"610,000đ"
235,Váy xòe cổ tròn 10 ly TT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220812/Vay_xoe_co_tron_10_ly_TT__2__2__thumb.jpg,"559,000đ"
236,Váy bèo 2 tầng xòe rủ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_8710_thumb.jpg,"609,000đ"
237,Sơ mi HT kẻ sọc màu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_4407_thumb.jpg,"409,000đ"
238,Váy HT trần chun trễ vai,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_5426_thumb.jpg,"780,000đ"
239,Áo peplum HT tay lỡ cổ V,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_000779_thumb.jpg,"519,000đ"
240,Sơ mi vạt giả trước,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_9649_thumb.jpg,"360,000đ"
241,Váy tay cộc XL đuổi,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_0662_thumb.jpg,"559,000đ"
242,Váy bèo TT cổ V,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000231_thumb.jpg,"599,000đ"
243,Sét sơ mi CV nhúm kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/DSC_5516_thumb.jpg,"750,000đ"
244,Váy cổ nơ tay xòe 2 lớp,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220824/CCO_000022_thumb.jpg,"639,000đ"
245,Sơ mi kẻ to nhỏ vai dơi,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/DSC_0261_thumb.jpg,"389,000đ"
246,Sơ mi phối nơ cổ HT,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220714/CC_000687_thumb.jpg,"470,000đ"
247,Váy sơ mi chiết ly eo,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/DSC_5733_thumb.jpg,"430,000đ"
248,Chân váy phối cạp túi ốp,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220901/CC_5496_thumb.jpg,"320,000đ"
249,Sơ mi 1 túi ốp kiểu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220816/DSC_1077_thumb.jpg,"330,000đ"
250,Chân váy bút chì đai D kép,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220324/Chan_vay_but_chi_dai_D_kep_thumb.jpg,"419,000đ"
251,Sơ mi phối cổ nơ MS,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/DSC_9982_thumb.jpg,"409,000đ"
252,chân váy bút chì đai liền,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220817/DSC_1310_thumb.jpg,"480,000đ"
253,Sơ mi chạy chỉ chun kiểu gấu,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220905/CC_2807_thumb.jpg,"399,000đ"
254,Váy sát nách 2 nắp túi,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220818/DSC_6066_thumb.jpg,"519,000đ"
255,Áo cổ dựng tay xòe rủ,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220831/CC_1197_thumb.jpg,"349,000đ"
256,Áo thun 3 lỗ croptop,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20220823/DSC_0750_thumb.jpg,"199,000đ"
257,Áo 2 dây chéo ngực,https://img.cdn.vncdn.io/nvn/ncdn/store1/57499/ps/20211022/0C8A6623_thumb.jpg,"220,000đ"
